"id","created_at","updated_at","title","subtitle","author","other_authors","publisher","year","isbn","quantity","sig1","sig2","keys","description","review","image","profile_image","section_id","edition","abies_book_id","lang_id"
"5085","2025-07-04 17:43:30","2025-07-04 17:43:30","Vivir sin empleo","Trueque, bancos de tiempo, monedas sociales y otras alternativas","Gisbert Quero, Julio",NULL,"Los libros del lince","2010",NULL,"1","GIS","viv",NULL,"<div>La terrible crisis que estamos padeciendo cierra las puertas del empleo a millones de personas. Para ellas, lo primero es encontrar de nuevo trabajo remunerado. En espera de ese día, ¿qué podemos hacer? Un experto en las alternativas a la economía del empleo nos cuenta en este libro cuáles son las opciones, dónde y cuándo se han llevado a la práctica, con qué resultados. Vivir sin empleo analiza de forma pormenorizada las más importantes: las redes de trueque, los bancos de tiempo, las monedas sociales, la otra banca y los sistemas de ayuda mutua.</div>",NULL,NULL,"1674","42",NULL,NULL,"1"
"5086","2025-07-04 17:45:59","2025-07-04 17:45:59","Matrimonio, Familia y Estado: Escritorias anarco-feministas en la revista blanca (1898-1936)",NULL,"Prado, Antonio",NULL,"Fundación Anselmo Lorenzo","2011",NULL,"1","PRA","mat",NULL,"<div>El presente estudio tiene como enfoque los textos literarios y culturales producidos en España durante el período de entre siglos y la Guerra Civil española (1898-1936), particularmente, los que plantearon nuevas formulación es ideológicas en torno a los paradigmas de genero, clase y Estado. La corriente cultural por excelencia que logró abordar simultáneamente estos paradigmas fue el anarquismo, y más concretamente, el anarco-feminismo. Los autores representativos de estos textos fueron, en su mayoría, escritoras que dieron a conocer su voz a través de mediaciones culturales de la cultura popular anarquista, como periódicos, panfletos y revistas. El estudio se centra en una de las principales editoriales anarquistas, La Revista Blanca. Son de interés tanto las reflexiones intelectuales del ensayo político, sociológico o filosófico que la editorial publicaba desde las páginas de su revista, como la original escritura imaginativa de la novela rosa anarquista dentro de la serie de novela popular ""La Novela Ideal"", también publicada por la editorial de La Revista Blanca. Se presentan, dentro del ensayo, a tres de las principales y más influyentes escritoras del anarquismo español: Soledad Gustavo, Federica Montseny, y Antonia Maymón. Dentro de la novela rosa se analizan obras de Montseny y Maymón, además de otras escritoras menos conocidas, como Margarita Amador, María Solá, Ángela Graupera, y Regina Opisso.</div>",NULL,NULL,"1675","17",NULL,NULL,"1"
"5087","2025-07-04 17:48:54","2025-07-04 17:48:54","Comunidad","En busca de seguridad en un mundo hostil","Bauman, Zygmunt",NULL,"Siglo XXI","2003",NULL,"1","BAU","com",NULL,"<div>Comunidad es una de esas palabras que producen una buena sensación: está bien tener una comunidad, estar en comunidad. La comunidad representa el tipo de mundo que anhelamos habitar pero al que, por desgracia, no podemos acceder.&nbsp;<br><br>Hoy, comunidad es sinónimo de paraíso perdido, aunque un paraíso que todavía esperamos encontrar en nuestra búsqueda febril de los caminos que nos pueden llevar a él. Pero el privilegio de estar comunidad tiene un precio. La comunidad nos promete seguridad pero parece privarnos de la libertad, del derecho a ser nosotros mismos. La seguridad y la libertad son dos valores igualmente preciosos y codiciados que pueden equilibrarse hasta cierto punto, pero que difícilmente se reconciliarán jamás de forma plena. Es improbable que se resuelva nunca la tensión entre la seguridad y la libertad, y entre la comunidad y la individualidad.&nbsp;<br><br>En esta nueva edición revisada, Zygmunt Bauman evalúa esas oportunidades y peligros y, a su manera personal y brillante, ofrece el tan necesario concepto que ha adquirido una replanteamiento de una importancia fundamental para los debates actuales sobre la naturaleza y el futuro de nuestras sociedades.&nbsp;<br><br>Todos vivimos en comunidad, ¿pero qué tensiones hay entre seguridad comunitaria y la libertad individual? El sociólogo polaco Zygmunt Bauman replantea con contundencia intelectual un asunto clave en la sociedad contemporánea. El Periódico de Catalunya&nbsp;<br><br>Una sugerente reflexión sobre la tensión en la que se encuentra sometido el hombre actual, en encapsulado entre dos fuerzas contrapuestas e igualmente poderosas: la búsqueda de pero parece privarnos de seguridad, que nos empuja a integrarnos en el seno de la comunidad , y el impulso de libertad que, indefectiblemente, nos arranca de la misma. El País&nbsp;<br><br>Cualquier ser humano siente en sí una pulsión de pertenencia, una necesidad de saber que no está solo y que sus propios anhelos son compartidos por otros. El sociólogo Zygmunt Bauman estudia el origen y la razón de ser de la comunidad, la seguridad que aporta en un mundo hostil y el precio que a menudo se cobra, en cuanto a libertad y a disfrute de la individualidad. La Vanguardia&nbsp;</div>",NULL,NULL,"1676","8",NULL,NULL,"1"
"5088","2025-07-04 17:54:13","2025-07-04 17:54:13","Contenido y méodo de la economía","El análisis de la economía mundial","Palazuelos, Enrique",NULL,"AKAL","2000",NULL,"1","PAL","con",NULL,NULL,NULL,NULL,"1678","6",NULL,NULL,"1"
"5089","2025-07-04 18:02:10","2025-07-04 18:02:10","Ecocidio","Breve historia de la extición en masa de las especies","Broswimmer, Franz J.",NULL,"Editorial Laetoli","2005",NULL,"1","BRO","eco",NULL,"<div>Desde los hombres de Cro-Magnon a los de Wall Street, <em>Ecocidio</em> narra la historia de la guerra perpetua y autodestructiva llevada a cabo por la humanidad contra la naturaleza, desde el impacto de las sociedades prehistóricas sobre el medio ambiente a la explotación comercial de las especies y la destrucción de su hábitat. A comienzos del siglo XXI, es evidente que vivimos en una época de ecocidio. Por primera vez desde la extinción de los dinosaurios, hace 65 millones de años, están ocurriendo en nuestro planeta cambios ecológicos enormes. Desde 1970 los bosques han disminuido a la mitad y una cuarta parte de los peces han sido eliminados. La mayor parte de los biólogos y otros científicos piensan que nuestro planeta está sufriendo en la actualidad una de las extinciones en masa más rápidas de su historia.</div><div>Al enfrentarse al derroche capitalista, Franz. J. Broswimmer, profesor e investigador del Globalization Research Center de la Universidad de Hawai en Manoa, defiende en <em>Ecocidio</em> una política y una economía progresistas que puedan asegurar los recursos necesarios de forma duradera a las generaciones futuras.</div><div>&nbsp;</div>",NULL,NULL,"1679","8",NULL,NULL,"1"
"5090","2025-10-05 09:36:28","2025-10-05 09:36:28","Ovni 78",NULL,"Ming, Gu",NULL,"Anagrama",NULL,NULL,"1","MIN","ovn",NULL,"<div>1978, Italia. Aldo Moro es secuestrado y asesinado. El estado de excepción se apodera de Italia. Las instituciones recuperan el control de un país polarizado en el que prolifera el consumo de heroína. Se legaliza el aborto, cesa el funcionamiento de los hospitales psiquiátricos y se suceden tres papas en el Vaticano. En paralelo, hay un aumento sin precedentes del número de avistamientos de platillos volantes. Es un fenómeno de masas, la «Gran Oleada»: los extraterrestres y las naves espaciales hacen furor en la cultura pop.</div><div>Milena Cravero, una joven antropóloga militante de la nueva izquierda turinesa, se dedica casi en exclusiva al estudio de los ufófilos. Martin Zanka, un experiodista comunista de renombre, ahora convertido en autor superventas sobre arqueoastronomía, está cansado de sí mismo y de Roma. Su hijo Vincenzo, exheroinómano, se refugia con su pareja en Tanur, una comuna de Lunigiana, al lado de la misteriosa montaña Quarzerone, con sus tres picos. Un lugar de mitos y leyendas, fenómenos inexplicables y casos periodísticos nunca resueltos. El último de ellos es el de Jacopo y Margherita, dos exploradores que desaparecieron en el bosque y nunca fueron encontrados. Alrededor de la desaparición se establece una vorágine de historias y personajes apasionantes. Entre ellos: una bruja anciana, un traficante de discos clandestino que usa su local como un áshram para mensajeros cósmicos, un editor histriónico que no conoce las normas morales y hasta un fascista que se hace pasar por beatnik.</div><div>Esta novela vasta, coral y psicodélica consolida al colectivo boloñés Wu Ming como el maestro de los «objetos narrativos no identificados». <em>Ovni 78</em> va más allá del retrato de la convulsa década de los setenta en Italia, y nos ofrece una narración brillante en la que los hechos históricos se funden con los ficcionales y con elementos del thriller político para ofrecer una lectura apasionante de nuestro presente.</div>",NULL,NULL,"1681","34",NULL,NULL,"1"
"5091","2025-10-10 16:30:08","2025-10-10 16:30:08","Sin muros, ni curvas ni gente","Notas preliminares para profanar un Real Sitio","Rodríguez, Curro",NULL,"Calumnia","2024",NULL,"1","ROD","sin",NULL,"<div>Por enésima vez, vamos a cuestionar esa historia de Aranjuez, que es también la de sus epígonos oficiales, empeñada en identificar la vida de los reyes y sus obras con la historia que interesa ser contada, ad nauseam, sin reparar jamás que, más allá de la soga y el tizón, de la piedra de Colmenar<br>y la pretendida eternidad geométrica de su paisaje, hubo un contexto de relaciones sociales complejo<br>determinado por la fragilidad y la fractura.</div><div>Porque profanar es un verbo transitivo, un movimiento real que suprime los espacios sagrados y los recupera para el común, para la colectividad y sus permanentes reinterpretaciones. De las corralas a los centros sociales okupados, de las huertas autogestionadas a los paseos botánicos gratuitos, de la recuperación de los caminos públicos al disfrute colectivo de las plazas y los jardines. Allí donde no está ni se le espera al Real Sitio, donde la colonización se ha detenido y no queda ni rastro de su anodina defensa, porque allí, donde la vida es curva y libre como diría Jesús Lizano, ya no es necesario pensar que Aranjuez existe gracias al Real Sitio, sino a su pesar y, en buena medida, en su contra.</div>",NULL,NULL,"1682","47",NULL,NULL,"1"
"5092","2025-10-10 16:38:55","2025-10-10 16:38:55","Si ardemos","La década de las protestas masivas y la revolución que no fue","Bevins, Vincent",NULL,"Capitán Swing","2025",NULL,"1","BEV","ard",NULL,"<div>Desde la llamada Primavera Árabe hasta las protestas del Parque Gezi en Turquía, la erupción de la “V de Vinagre” en Brasil, el levantamiento Euromaidán en Ucrania y los movimientos estudiantiles en Chile y Hong Kong, Bevins pretende ofrecer una historia profunda de estos Movimientos y sus consecuencias.Después de realizar más de doscientas entrevistas en diez países, el autor reconstruye cuidadosamente las protestas masivas que definieron una década (2010-2020), agregando la comprensión necesaria a cómo es que explosiones tan poderosas y llamados apasionados al cambio no han producido, al menos no todavía, la revolución que habían soñado. ‘Si ardemos’ es una exploración única y cautivadora de cómo una época de agitación ha cambiado el mundo y cómo puede continuar haciéndolo.</div>",NULL,NULL,"1683","3",NULL,NULL,"1"
"5093","2025-10-10 16:41:50","2025-10-10 16:41:50","El descontento",NULL,"Serrano, Beatriz",NULL,"Temas de hoy","2023",NULL,"1","SER","des",NULL,"<div><em>El descontento</em> es la historia de Marisa, <strong>una mujer en la treintena que vive anestesiada mediante orfidales y vídeos de Youtube </strong>para soportar las rutinas y pesares de su día a día en una agencia de publicidad. Tan solo acude presencialmente a la oficina para ahorrar dinero en aire acondicionado durante el sofocante agosto madrileño. <strong>Marisa odia el trabajo</strong>. Sin embargo, no puede dejarlo: le gustan demasiado las cosas bonitas.</div>",NULL,NULL,"1684","34","10ª 2024",NULL,"1"
"5094","2025-10-10 16:44:18","2025-10-10 16:44:18","Las Malas",NULL,"Sosa Villada, Camila",NULL,"TusQuets","2020",NULL,"1","SOS","mal",NULL,"<div>En un ambiente urbano hostil, Camila Sosa narra desde dentro la vida de una comunidad de travestis en Córdoba, Argentina.</div><div>Cuando llegó a Córdoba capital para estudiar en la universidad, Camila Sosa Villada fue una noche, muerta de miedo, a espiar a las travestis del Parque Sarmiento y encontró su primer lugar de pertenencia en el mundo. <em>Las malas</em> es un rito de iniciación, un cuento de hadas y de terror, un retrato de grupo, un manifiesto explosivo, una visita guiada a la imaginación de su autora y una crónica distinta a todas. Convergen en su ADN las dos facetas trans que más repelen y aterran a la sociedad bienpensante: la furia travesti y la fiesta de ser travesti. En su voz literaria conviven Marguerite Duras, Wislawa Szymborska y Carson McCullers. El último fenómeno de la literatura argentina, traducida al alemán, francés, noruego y croata.</div>",NULL,NULL,"1686","38","10ª 2023",NULL,"1"
"5095","2025-10-10 16:53:57","2025-10-10 16:53:57","Para evitar la barbarie","Trayectorias de transición ecosocial y de colapso","VVAA",NULL,"Universidad de Granada","2018",NULL,"1","VVA","par",NULL,"<div>Si lo que se avecina es una barbarie a fuego lento (Anselm Jappe), marcada por la proliferación de estrategias desesperadas de supervivencia antes que por formas de solidaridad, ¿no habría que intentar empezar a buscar las bases para construir una salida a la barbarie? Las autoras y autores que hemos colaborado en este libro sabemos que sí hay puntos de apoyo donde comenzar, pues este esfuerzo se apoya en un ingente trabajo previo: más de medio siglo de análisis y propuestas socio-ecológicas, a partir de 1962, aquel año tan especial que vio la publicación de Our Synthetic Environment de Murray Bookchin y Silent Spring de Rachel Carson. Pero además, de manera más inmediata, este libro prolonga tres proyectos colectivos anteriores: dos números monográficos de la Revista de Economía Crítica bajo el título común de Pensar la transición (16 y 17) y el libro Los inciertos pasos desde aquí hasta allá: alternativas socioecológicas y transiciones poscapitalistas (Eds. de la Universidad de Granada 2014). En su conjunto, esta colección de varias decenas de ensayos provee una buena caja de herramientas que ayudará a avanzar en una tarea compleja: cobrar conciencia de nuestra situación real y construir alternativas socioecológicas con opciones para evitar las peores trayectorias a las que ahora el BAU (Business As Usual, seguir haciendo las cosas como las hacemos ahora) nos está empujando con fuerza.</div>",NULL,NULL,NULL,"74",NULL,NULL,"1"
"5096","2025-10-10 16:58:13","2025-10-10 16:58:13","Enclaves de riesgo","Gobierno neoliberal, desigualdad y control social","VVAA",NULL,"Traficantes de sueños","2015",NULL,"1","VVA","enc",NULL,"<div>La ciudad no es un espacio liso y uniforme. Tiene zonas iluminadas, aptas para la libre circulación, y zonas de penumbra, de movilidades complejas y clandestinas; lugares de prosperidad económica y otros que acumulan pobrezas; enclaves seguros y enclaves de riesgo.<br><br>Son los daños colaterales de un modelo neoliberal que reduce derechos no tanto para aumentar los beneficios de unos pocos, como para fomentar la rivalidad y la competencia en tanto palanca de deseo; que privatiza no solo los recursos públicos, sino toda vida en común en pro del principio de escasez y su correlato, la responsabilidad individual; que no persigue tanto eliminar las disfuncionalidades como detectarlas y mantenerlas a raya, contenidas dentro de una desigualdad sostenible.<br><br>El neoliberalismo desvía la tensión y la ansiedad generada por la ruina de la «seguridad de los derechos» hacia el «derecho a la seguridad», de forma que la población misma exija más monitoreo, más policía, más castigo. ¿Pero acaso no es en esta co-producción por abajo del dispositivo securitario donde se encuentra su superación? Inventando nuevas formas colectivas de enfrentar la exclusión y la soledad se conjurarán nuestros miedos.</div>",NULL,NULL,"1687","9","1ª",NULL,"1"
"5097","2025-10-10 17:02:07","2025-10-10 17:02:07","Excusas excusas",NULL,"Ravishankar, A. & Manglou G.",NULL,"Takatuka","2012",NULL,"1","RAV","exc",NULL,"<div>¿Os gustaría conocer a Noel, un chico cargado de buenos propósitos que tiene la mala costumbre de torcerse?...¡Excusas, excusas! retrata el dilema infantil de saber la importancia de las normas y el placer de romperlas.&nbsp;</div>",NULL,NULL,NULL,"35",NULL,NULL,"1"
"5098","2025-10-11 09:42:29","2025-10-11 09:42:29","The struggle against the state and other essays",NULL,"Makhno, Nestor",NULL,"AK Press","1996",NULL,"1","MAK","str",NULL,"<div>A collection of essays and articles from the Ukranian revolutionary, Nestor Makhno, who fought against encroaching Bolshevik terror during the Russian Revolution. <em>The Struggle Against the State and other Essays</em> sheds valuable insight onto the man and the movement that bore his name.</div>",NULL,NULL,"1688","31",NULL,NULL,"2"
"5099","2025-10-11 09:48:40","2025-10-11 09:48:40","El paseo de Jane","Tejiendo redes a pie de calle","VVAA",NULL,"modernito books","2016",NULL,"1","VVA","pas",NULL,"<div>En 2010, prende 'el paseo de Jane' en Madrid. Desde entonces esta iniciativa se ha ido extendiendo por los distintos barrios de la ciudad y ha sido tomada por diferentes colectivos, asociaciones vecinales, espacios o cualquiera que se ha animado a conocer lo que sucede en su barrio a pie de calle. Este año, 2016, se cumple el centenario de la urbanista Jane Jacobs, quien da nombre a nuestros paseos y nos anima a poner en valor la experiencia propia y compartida que tenemos de nuestras ciudades. Por ello, para homenajearla y para recoger la memoria tramada durante estos años nos hemos animado a escribir este libro plural y diverso que pretende invitar a salir a las calles para ver, escuchar y pensar la ciudad en que vivimos y trazamos.</div><div><br><br></div>",NULL,NULL,"1689","9",NULL,NULL,"1"
"5100","2025-10-11 09:55:08","2025-10-11 09:55:08","La experiencia autogestionaria durante la guerra civil española",NULL,"Buendía García, Luis","Carretero Miramar, José Luis","Calumnia","2025",NULL,"1","BUE","exp",NULL,"<div>La experiencia autogestionaria del movimiento anarcosindicalista durante la Guerra Civil constituyó uno de los experimentos revolucionarios más creativos, profundos y originales del siglo XX. La colectivización de las industrias y los campos estuvo acompañada de la creación de instituciones educativas abiertas al conjunto de la población y de la socialización de recursos para el bienestar común. En este documentado libro, Luis Buendía y José Luis Carretero, investigadores del Instituto de Ciencias Económicas y de la Autogestión y de diversas instituciones pedagógicas, nos narran las líneas generales de este inmenso experimento revolucionario, aportando materiales inspiradores e imprescindibles para el proyecto de transformación social libertaria. Una propuesta de reconstrucción de la sociedad que se ha vuelto cada vez más necesaria ante el avance de la crisis social, económica, cultural y climática que acompaña al capitalismo...</div>",NULL,NULL,"1690","26",NULL,NULL,"1"
"5101","2025-10-11 10:04:18","2025-10-11 10:04:18","Horas de Revolución",NULL,"Sánchez Saornil, Lucía",NULL,"Calumnia","2019",NULL,"1","SAN","hor",NULL,"<div>Escribir, bueno. ¿Y qué es lo que podemos escribir ahora, cuando en nuestros cerebros las ideas están oscurecidas por el retemblar de los cañones? afirma Lucía Sánchez Saornil en el texto Horas de Revolución. Una crónica, una serie de alegatos y reprimendas sobre el proceso revolucionario que se inicia en 1936 en la Península Ibérica. La situación no es nada fácil, y Lucía escribe sin parar la contención del fascismo, las luchas de la retaguardia y la inmediatez de la revolución social. Transformar la vida mientras la guerra asedia a la población de Madrid. Horas y días de tenso debate ante el imparable caer de bombas.&nbsp;</div>",NULL,NULL,"1691","26",NULL,NULL,"1"
"5102","2025-10-11 10:18:27","2025-10-11 10:18:27","Reconstrucción libertaria en chile y anarquismo europeo (1973-1994)",NULL,"Godoy Sepúlveda, Eduardo",NULL,"Calumnia","2025",NULL,"1","GOD","rec",NULL,"<div>Durante décadas, una parte importante de la historiografía de la izquierda chilena redujo el anarquismo a una nota al pie: un actor menor, marginal y hasta desviado del verdadero camino revolucionario. Afortunadamente, en los últimos años, una nueva generación de investigador@s ha desmontado ese relato, revelando la profundidad, riqueza y trascendencia del movimiento anarquista en las luchas populares del país.<br>En este libro, Eduardo Godoy se adentra con rigor y valentía en un terreno poco explorado: las trayectorias vitales, muchas veces invisibilizadas, de quienes mantuvieron viva la llama libertaria tras el Golpe de Estado de 1973. Con una mirada transnacional y una investigación basada en archivos, cartas y testimonios, Reconstrucción libertaria en Chile y anarquismo europeo traza una línea que cruza el Atlántico, siguiendo las huellas de aquell@s que no se resignaron al exilio interior ni al olvido.</div>",NULL,NULL,"1692","62",NULL,NULL,"1"
"5103","2025-10-11 10:24:45","2025-10-11 10:24:45","El capitalismo roto","anatomía de la crisis económica","Astarita, Rolando",NULL,"la linterna sorda","2009",NULL,"1","AST","cap",NULL,"<div>El capitalismo roto. Anatomía de la crisis económica, es la primera obra publicada en el Estado español de Rolando Astarita profesor de la Universidad de Buenos Aires y antiguo trabajador de Chrysler perseguido por la dictadura militar, en la cual analiza la evolución del capitalismo financiero desde septiembre de 2007 a finales de 2008, hasta desembocar en la actual crisis económica.<br>Huyendo de la jerga de los expertos, desvela que los productos financieros lanzados al mercado bajo una terminología abstrusa o, mejor dicho, deliberadamente confusa, han multiplicado y expandido los riesgos hasta producir el colapso del sistema financiero, primero, y del productivo, después, en una secuencia de acontecimientos que, lejos de constituir una sorpresa, se inscribe en la lógica de funcionamiento del capitalismo. Astarita, que se inspira en el enfoque metodológico adoptado por Carlos Marx en ?El Capital?, más eficaz para explicar lo que está sucediendo que las banalidades ultraliberales de los profetas del mercado autorregulado, tan ajenas al mundo en que vivimos, no ha querido ofrecer fáciles respuestas en las que el simplismo se encubra como falsa sencillez, pero tampoco ha olvidado el deber pedagógico de transmitir conocimientos e hipótesis en términos rigurosos y asequibles.&nbsp;</div>",NULL,NULL,"1693","6",NULL,NULL,"1"
"5104","2025-10-11 10:31:39","2025-10-11 10:31:39","Entre la revolución y la utopía","Los anarquistas españoles ante Cuba y Venezuela (1958-161)","Luis León, Ángel Dámaso; de la Paz Sánchez, Manuel",NULL,"Calumnia","2019",NULL,"1","LUI","ent",NULL,"<div>Este libro plantea un acercamiento a los procesos político-revolucionarios de Venezuela y Cuba, que produjeron la caída de las dictaduras de Marcos Pérez Jiménez y de Fulgencio Batista, y que siguieron rumbos políticos propios. Todo ello desde la perspectiva de los anarquistas de origen español que, ya fuere desde dichos territorios, o desde otros lugares de su exilio, emitieron sus opiniones e impresiones sobre ambos procesos. En estas líneas se muestra cómo los anarquistas españoles encontraron en Venezuela espacios de sociabilidad, se reorganizaron, generaron redes de solidaridad internacional y trataron de contribuir a deteriorar la imagen exterior del régimen de Franco. En Cuba, por el contrario, el movimiento anarquista local, que poseía una vieja tradición de origen hispano, tendió a desaparecer a medida que los postulados marxistas se convirtieron en hegemónicos</div>",NULL,NULL,"1694","65",NULL,NULL,"1"
"5105","2025-10-11 10:36:29","2025-10-11 10:36:29","Menorca llibertària","una aproximació a l´anarquisme insular","VVAA",NULL,"Calumnia","2023",NULL,"1","VVA","men",NULL,NULL,NULL,NULL,"1695","47",NULL,NULL,"6"
"5106","2025-10-11 10:42:32","2025-10-11 10:42:32","Justicia, moralidad y prisión: una reflexión acerca del castigo",NULL,"Döllerer, Silvia K.",NULL,"Calumnia","2023",NULL,"1","DOL","jus",NULL,"<div>Desde el inicio de la congregación del ser humano en comunidades, se ha tenido que plantear qué ha de suceder con aquellos miembros que incumplen las reglas explícitas o implícitas dentro del grupo social. En este libro se pretende ahondar en la reflexión acerca de ello. Junto con el desarrollo de la sociedad y su organización en diferentes ramas, como la legislativa, se ha procurado siempre cierta legitimación respecto del castigo. ¿Por qué se ha naturalizado la reprimenda como vía cuasi natural para la rectificación de conductas “indeseadas”? ¿Bajo qué parámetros y qué consecuencias trae consigo esta visión? ¿Qué concepción del ser humano, de la comunidad política y del poder trae consigo?</div>",NULL,NULL,"1696","21",NULL,NULL,"1"
"5108","2025-10-11 10:48:20","2025-10-11 10:48:20","La insurrección de campesinos de Jerez de 1892",NULL,"López Estudillo, Antonio; Gutiérrez Molina, José Luis",NULL,"Calumnia","2022",NULL,"1","LOP","ins",NULL,"<div>Este año se conmemoran los “Sucesos de Jerez” de 1892, en los que centenares de jornaleros tomaron la ciudad gaditana al grito de “Viva la anarquía”, el 8 de enero de dicho año. La represión del poder del momento sobre el movimiento obrero fue brutal: cuatro trabajadores fueron ejecutados un mes después a garrote vil, varios de ellos fueron condenados a cadena perpetua y largos años de cárcel, y centenares fueron detenidos. La justicia acusó a Fermín Salvochea de ser el cerebro de la insurrección, y a los cuatro agarrotados se les pasó a denominar los “Mártires de Jerez”, pues eran un hito más (después de los Mártires de Chicago) en el camino de ese “martirologio” laico y obrero que, pese al enorme sufrimiento, marcaría la senda de la emancipación.</div>",NULL,NULL,"1698","47",NULL,NULL,"1"
"5109","2025-10-11 10:55:00","2025-10-11 10:55:00","La viralidad del mal","Quién ha roto internet, a quién beneficia y cómo vamos a arreglarlo","Proyecto UNA",NULL,"Descontrol","2024",NULL,"1","PRO","vir",NULL,"<div>&nbsp;¿Irritabilidad? ¿Adicción a las redes? ¿FOMO? ¿Tienes la sensación de que la vida en la web se ha vuelto más hostil? ¿Practicas el doomscrolling y no lo sabías? ¿Has sido blanco de un monetizador de odio o has visto a alguien cercano caer por una madriguera de conejo? Puede que padezcas severos síntomas del mal causado por el capitalismo de plataforma y los monopolios tecnológicos. En La viralidad del mal, Proyecto UNA analizan cómo y por qué han crecido los discursos de odio en internet y cuál es la relación de este fenómeno con el Big Tech. En su segundo ensayo, nuestro colectivo antifa cuqui de referencia expone el impacto del mundo digital en el analógico, recogiendo a su vez una serie de estrategias y herramientas para frenar el aumento de la violencia y la injusticia tanto online como offline. Sólo analizando los discursos de odio y descubriendo quiénes se benefician de ello podremos saber cómo combatirlos. ¡Decidamos juntas qué queremos construir después de la caída de los gigantes de internet!&nbsp;</div>",NULL,NULL,"1699","7",NULL,NULL,"1"
"5110","2025-10-11 10:57:47","2025-10-11 10:57:47","Anarquía a pie de calle",NULL,"Rodríguez, Ruymán",NULL,"Calumnia","2019",NULL,"1","ROD","ana",NULL,"<div>Anarquía a pie de calle fue originalmente una trilogía de artículos aparecida en 2015 en la web de la Federación Anarquista de Gran Canaria. Su autor los escribió desde el ojo mismo de la tormenta. El valor documental de este texto no sólo consiste en una experiencia de lucha inédita en gran parte del Estado español, sino que es además uno de los pocos casos en que se ha exportado teoría libertaria desde las Canarias. La tesis del autor es dura y directa: las distintas escuelas anarquistas pueden realmente dividirse en dos: el anarquismo contemplativo y el combativo, el que aborda la política como si fuéramos espectadores ajenos a la realidad, y el que se faja, se salpica, se mancha y se implica.</div>",NULL,NULL,"1700","2",NULL,NULL,"1"
"5111","2025-10-11 11:03:39","2025-10-11 11:03:39","Steal this book",NULL,"Hoffman, Abbie",NULL,"Pirate edition","1996",NULL,"1","HOF","ste",NULL,"<div>Steal This Book is, in a way, a manual of survival in the prison that is Amerika. It preaches jailbreak. It shows you where exactly how to place the dynamite that will destroy the walls. The first section--SURVIVE!--lays out a potential action program for our new Nation. The chapter headings spell out the demands for a free society. A community where the technology produces goods and services for whoever needs them, come who may. It calls on the Robin Hoods of Santa Barbara Forest to steal from the robber barons who own the castles of capitalism. It implies that the reader already is ideologically set, in that he understands corporate feudalism as the only robbery worthy of being called crime, for it is committed against the people as a whole. Whether the ways it describes to rip-off shit are legal or illegal is irrelevant. The dictionary of law is written by the bosses of order. Our moral dictionary says no heisting from each other. To steal from a brother or sister is evil. To not steal from the institutions that are the pillars of the Pig Empire is equally immoral. --This text refers to the Kindle Edition edition.&nbsp;</div>",NULL,NULL,"1701","67",NULL,NULL,"2"
"5112","2025-10-11 11:07:36","2025-10-11 11:07:36","Haciendo radio en tu barrio","Diez años de Radio XATA (2014-2024). Un recorrido a través de las emisoras libres y comunitarias. La historia de la radiodifusión en Pinto","Escribano, Santi","Camacho Porras, Alberto","Alfasur","2025",NULL,"1","ESC","hac",NULL,"<div>&nbsp;En 2014, bebiendo del movimiento asociativo, se funda en Pinto (Madrid) Radio XATA. Toma su nombre de una vieja leyenda local sobre el centro de la península ibérica, punto de encuentro y acogida. Como lo son las radios libres y comunitarias. Repasamos la primera década de historia e historias de la emisora comunitaria de Pinto: desde los pioneros programas de música y talleres abiertos a la ciudadanía a la oleada feminista que vino para quedarse; del local de Juventud en la calle Italia al estudio de la finca Sika, pasando por el Centro Social Trilce y la Casa de la Cadena; la relación con las asociaciones, la cultura y la vida pinteña. Pero ¿de dónde viene el modo de hacer de Radio XATA? ¿Por qué es miembro de la Unión de Radios Libres y Comunitarias de Madrid (URCM) y de la Red de Medios Comunitarios (ReMC) desde su origen? Nos sumergimos en el movimiento de radios libres y comunitarias y en las experiencias de emisoras que, con esta filosofía, funcionaron en todo el mundo y en el Estado español.<br>¿Es Radio XATA la primera experiencia radiofónica en Pinto? Desde luego que no. Buceamos en los archivos y en testimonios personales para hacer una aproximación a la historia de la radiodifusión en este pueblo convertido en ciudad a 20 km al sur de Madrid, rescatando los nombres de las inolvidables Radio Pinto, Radio Egido o Radio Estudio.&nbsp;<br><br></div>",NULL,NULL,"1702","54",NULL,NULL,"1"
"5113","2025-11-28 17:43:16","2025-11-28 17:43:16","Contra la Guerra. Contra la Paz","Materiales para un posicionamiento anarquista frente a la guerra a raiz del conflicto Rusia-Ucrania","Anónimo",NULL,"Afilando Nuestras VIdas","2022",NULL,"1","ANO","con",NULL,"<div>El 24 de feberero de 2022 se produjo la invasión del Estado ucraniano por parte del Estado ruso.<br>La guerra, presentada como un fenómeno trágico y sobrevenido, es sin embargo parte indispensable y permanente del capitalismo y de los Estados, Cómo afrontatarla y enfrentarla desde el anarquiamo es una cuestión fundamental para defender bajo cualquier circunstancia una revolución antiautoritaria.&nbsp;</div>",NULL,NULL,NULL,"13",NULL,NULL,"1"
